2024-11-05 01:08:08,807 INFO  [restartedMain] com.saferent.SaferentApplication:Starting SaferentApplication using Java 11.0.17 on Burak with PID 6616 (C:\Users\Burak Tetik\Desktop\tpe-workspace\saferent\target\classes started by BurakTetik in C:\Users\Burak Tetik\Desktop\tpe-workspace\saferent)
2024-11-05 01:08:08,813 DEBUG [restartedMain] com.saferent.SaferentApplication:Running with Spring Boot v2.7.8, Spring v5.3.25
2024-11-05 01:08:08,813 INFO  [restartedMain] com.saferent.SaferentApplication:No active profile set, falling back to 1 default profile: "default"
2024-11-05 01:08:08,862 INFO  [restartedMain] org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor:Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2024-11-05 01:08:08,862 INFO  [restartedMain] org.springframework.boot.devtools.env.DevToolsPropertyDefaultsPostProcessor:For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2024-11-05 01:08:09,977 INFO  [restartedMain] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-11-05 01:08:10,066 INFO  [restartedMain] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Finished Spring Data repository scanning in 80 ms. Found 6 JPA repository interfaces.
2024-11-05 01:08:10,645 INFO  [restartedMain] org.springframework.boot.web.embedded.tomcat.TomcatWebServer:Tomcat initialized with port(s): 8080 (http)
2024-11-05 01:08:10,654 INFO  [restartedMain] org.apache.catalina.core.StandardService:Starting service [Tomcat]
2024-11-05 01:08:10,654 INFO  [restartedMain] org.apache.catalina.core.StandardEngine:Starting Servlet engine: [Apache Tomcat/9.0.71]
2024-11-05 01:08:10,744 INFO  [restartedMain] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/]:Initializing Spring embedded WebApplicationContext
2024-11-05 01:08:10,745 INFO  [restartedMain] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext:Root WebApplicationContext: initialization completed in 1882 ms
2024-11-05 01:08:10,983 INFO  [restartedMain] org.hibernate.jpa.internal.util.LogHelper:HHH000204: Processing PersistenceUnitInfo [name: default]
2024-11-05 01:08:11,040 INFO  [restartedMain] org.hibernate.Version:HHH000412: Hibernate ORM core version 5.6.14.Final
2024-11-05 01:08:11,147 INFO  [restartedMain] org.hibernate.annotations.common.Version:HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-11-05 01:08:11,245 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Starting...
2024-11-05 01:08:11,492 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Start completed.
2024-11-05 01:08:11,508 INFO  [restartedMain] org.hibernate.dialect.Dialect:HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
2024-11-05 01:08:12,465 INFO  [restartedMain] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator:HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-11-05 01:08:12,473 INFO  [restartedMain] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean:Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-11-05 01:08:13,037 DEBUG [restartedMain] com.saferent.security.jwt.AuthTokenFilter:Filter 'authTokenFilter' configured for use
2024-11-05 01:08:13,274 INFO  [restartedMain] org.springframework.security.web.DefaultSecurityFilterChain:Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@4501d573, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6c3d6c90, org.springframework.security.web.context.SecurityContextPersistenceFilter@71cd29c2, org.springframework.security.web.header.HeaderWriterFilter@1d96cc4e, org.springframework.security.web.authentication.logout.LogoutFilter@7963cce3, com.saferent.security.jwt.AuthTokenFilter@18bd3f42, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1652038b, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@494c1e6c, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@79a332fb, org.springframework.security.web.session.SessionManagementFilter@280869fc, org.springframework.security.web.access.ExceptionTranslationFilter@7b2b15b, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@6675f36e]
2024-11-05 01:08:13,371 WARN  [restartedMain] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration:spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
